Date,Price,Open,High,Low,Vol.,Change %
4/13/2023,"40,205.54","40,126.05","40,418.60","40,126.05",,0.20%
4/17/2023,"40,246.66","40,205.54","40,372.80","40,182.37",,0.10%
4/18/2023,"40,448.05","40,246.67","40,484.29","40,221.08",,0.50%
4/19/2023,"40,499.34","40,448.05","40,532.76","40,289.95",,0.13%
4/20/2023,"41,007.82","40,499.34","41,086.67","40,499.34",,1.26%
4/26/2023,"41,099.58","41,007.82","41,363.89","41,007.82",,0.22%
4/27/2023,"41,463.91","41,099.58","41,518.74","41,081.07",,0.89%
4/28/2023,"41,580.85","41,463.91","41,790.68","41,463.91",,0.28%
5/2/2023,"41,927.64","41,580.85","41,990.15","41,580.85",,0.83%
5/3/2023,"42,087.93","41,927.64","42,171.68","41,915.81",,0.38%
5/4/2023,"42,093.80","42,087.93","42,336.44","42,055.90",,0.01%
5/5/2023,"42,241.98","42,093.80","42,323.29","41,962.90",,0.35%
5/8/2023,"41,829.49","42,241.98","42,389.22","41,767.45",,-0.98%
5/9/2023,"41,373.81","41,829.49","41,830.35","41,277.73",,-1.09%
5/10/2023,"41,074.95","41,373.81","41,407.09","41,041.32",,-0.72%
5/11/2023,"41,325.63","41,074.95","41,498.77","41,074.95",,0.61%
5/12/2023,"41,487.58","41,325.63","41,649.15","41,299.39",,0.39%
5/15/2023,"41,716.26","41,498.01","41,716.26","41,310.19",,0.55%
5/16/2023,"41,980.13","41,827.94","42,081.58","41,817.01",,0.63%
5/17/2023,"41,835.57","42,083.63","42,110.03","41,818.34",,-0.34%
5/18/2023,"41,472.20","41,878.59","41,964.27","41,411.64",,-0.87%
5/19/2023,"41,614.87","41,462.64","41,628.79","41,354.33",,0.34%
5/22/2023,"41,203.50","41,600.63","41,690.28","41,155.48",,-0.99%
5/23/2023,"41,116.63","41,224.39","41,295.65","41,098.70",,-0.21%
5/24/2023,"41,098.48","41,128.92","41,342.23","41,064.40",,-0.04%
5/25/2023,"41,070.30","41,165.06","41,219.03","40,956.88",,-0.07%
5/26/2023,"41,002.60","41,055.62","41,148.56","40,783.80",,-0.16%
5/29/2023,"41,350.25","41,005.15","41,649.14","41,005.15",,0.85%
5/30/2023,"41,665.85","41,362.07","41,693.47","41,362.07",,0.76%
5/31/2023,"41,337.82","41,726.69","41,852.24","41,265.04",,-0.79%
6/1/2023,"41,273.72","41,388.20","41,481.54","41,226.95",,-0.16%
6/2/2023,"41,356.24","41,258.43","41,403.44","41,237.41",,0.20%
6/5/2023,"41,638.53","41,390.47","41,681.68","41,375.58",,0.68%
6/6/2023,"41,912.88","41,752.64","42,026.94","41,751.21",,0.66%
6/7/2023,"42,119.22","41,975.36","42,231.63","41,924.49",,0.49%
6/8/2023,"41,668.07","42,223.62","42,307.12","41,648.84",,-1.07%
6/9/2023,"41,904.86","41,735.08","41,931.83","41,677.14",,0.57%
6/12/2023,"41,772.33","41,915.66","42,029.14","41,715.31",,-0.32%
6/13/2023,"41,536.16","41,887.60","42,025.54","41,522.64",,-0.57%
6/14/2023,"41,536.87","41,594.97","41,744.44","41,448.61",,0.00%
6/15/2023,"41,404.50","41,631.57","41,639.34","41,269.13",,-0.32%
6/16/2023,"41,335.53","41,467.91","41,612.67","41,280.16",,-0.17%
6/19/2023,"40,650.45","41,411.76","41,484.33","40,610.28",,-1.66%
6/20/2023,"40,647.48","40,638.86","40,739.98","40,507.18",,-0.01%
6/21/2023,"40,229.76","40,693.22","40,804.88","40,191.25",,-1.03%
6/22/2023,"40,181.84","40,231.16","40,378.60","40,091.38",,-0.12%
6/23/2023,"40,090.36","40,175.95","40,235.58","39,894.43",,-0.23%
6/26/2023,"41,386.57","40,334.05","41,491.88","40,334.05",,3.23%
6/27/2023,"41,452.68","41,431.86","41,606.25","41,208.20",,0.16%
7/3/2023,"43,903.29","43,683.78","43,933.95","43,404.70",,5.91%
7/4/2023,"43,502.89","44,511.52","44,511.52","43,488.38",,-0.91%
7/5/2023,"43,553.81","43,536.60","44,041.26","43,464.06",,0.12%
7/6/2023,"44,211.72","43,691.55","44,212.77","43,550.14",,1.51%
7/7/2023,"44,284.92","44,179.14","44,293.51","44,086.74",,0.17%
7/10/2023,"44,561.82","44,275.02","44,601.78","44,260.11",,0.63%
7/11/2023,"45,179.23","44,691.46","45,250.49","44,691.46",,1.39%
7/12/2023,"45,581.13","45,297.24","45,582.31","45,200.35",,0.89%
7/13/2023,"45,296.52","45,808.98","45,971.00","45,255.58",,-0.62%
7/14/2023,"45,071.94","45,289.44","45,488.45","45,043.17",,-0.50%
7/17/2023,"45,047.35","45,114.91","45,283.31","45,013.98",,-0.05%
7/18/2023,"45,019.59","45,157.50","45,240.21","44,848.39",,-0.06%
7/19/2023,"45,086.33","45,101.57","45,227.49","44,928.03",,0.15%
7/20/2023,"45,426.58","45,079.61","45,451.65","45,067.96",,0.75%
7/21/2023,"45,888.26","45,392.37","46,122.16","45,391.55",,1.02%
7/24/2023,"46,065.55","46,070.67","46,195.71","45,872.67",,0.39%
7/25/2023,"46,399.22","46,063.60","46,540.88","46,019.63",,0.72%
7/26/2023,"46,724.58","46,531.52","46,724.58","46,499.37",,0.70%
7/27/2023,"47,139.06","46,779.75","47,393.47","46,779.75",,0.89%
7/31/2023,"48,034.59","47,372.54","48,126.50","47,372.54",,1.90%
8/1/2023,"48,230.50","48,326.51","48,441.84","47,998.27",,0.41%
8/2/2023,"48,764.55","48,277.82","48,852.05","48,178.89",,1.11%
8/3/2023,"48,611.18","48,993.33","49,404.50","48,541.35",,-0.31%
8/4/2023,"48,585.71","48,584.59","48,840.27","48,427.99",,-0.05%
8/7/2023,"48,386.25","48,716.46","49,034.92","48,276.54",,-0.41%
8/8/2023,"47,429.82","48,359.55","48,415.46","47,335.32",,-1.98%
8/9/2023,"48,227.60","47,322.66","48,334.54","47,262.38",,1.68%
8/10/2023,"47,808.34","48,503.90","48,622.91","47,626.75",,-0.87%
8/11/2023,"48,424.40","47,968.51","48,898.82","47,968.51",,1.29%
8/15/2023,"48,565.75","48,478.19","48,794.13","48,293.03",,0.29%
8/16/2023,"48,146.43","48,575.05","48,614.47","48,108.88",,-0.86%
8/17/2023,"48,325.84","47,961.18","48,397.38","47,893.71",,0.37%
8/18/2023,"48,218.49","48,406.43","48,615.14","48,196.19",,-0.22%
8/21/2023,"47,447.95","48,141.31","48,234.26","47,432.72",,-1.60%
8/22/2023,"47,417.90","47,451.64","47,675.22","47,359.18",,-0.06%
8/23/2023,"47,418.63","47,503.35","47,588.24","47,007.66",,0.00%
8/24/2023,"47,750.76","47,463.68","47,994.19","47,463.68",,0.70%
8/25/2023,"47,671.21","47,818.32","47,853.55","47,570.31",,-0.17%
8/28/2023,"47,478.61","47,732.79","47,733.51","47,399.28",,-0.40%
8/29/2023,"46,770.41","47,322.44","47,372.09","46,598.24",,-1.49%
8/30/2023,"46,244.55","46,771.14","46,857.88","46,101.34",,-1.12%
8/31/2023,"45,002.41","46,286.73","46,358.02","44,459.63",,-2.69%
9/1/2023,"45,312.65","45,005.74","45,358.29","44,795.82",,0.69%
9/4/2023,"45,707.42","45,461.58","45,788.74","45,448.02",,0.87%
9/5/2023,"45,491.48","45,825.12","45,950.68","45,417.00",,-0.47%
9/6/2023,"45,807.57","45,515.03","45,854.19","45,460.28",,0.69%
9/7/2023,"45,757.23","45,854.24","46,035.81","45,703.53",,-0.11%
9/8/2023,"46,013.48","45,812.70","46,077.39","45,728.89",,0.56%
9/11/2023,"45,865.73","46,071.19","46,174.69","45,678.15",,-0.32%
9/12/2023,"45,508.39","45,902.72","45,902.72","45,468.27",,-0.78%
9/13/2023,"45,590.92","45,507.73","45,732.73","45,500.22",,0.18%
9/14/2023,"45,650.05","45,581.72","45,776.97","45,581.49",,0.13%
9/15/2023,"45,753.51","45,986.58","46,093.01","45,700.65",,0.23%
9/18/2023,"45,837.42","45,824.42","45,907.08","45,662.70",,0.18%
9/19/2023,"45,914.18","45,850.20","46,036.04","45,850.20",,0.17%
9/20/2023,"45,932.52","45,947.39","46,035.09","45,808.11",,0.04%
9/21/2023,"46,304.73","45,917.50","46,309.80","45,733.44",,0.81%
9/22/2023,"46,436.41","46,322.34","46,500.45","46,182.00",,0.28%
9/25/2023,"46,394.32","46,486.05","46,590.26","46,305.88",,-0.09%
9/26/2023,"46,308.54","46,399.88","46,503.82","46,258.96",,-0.18%
9/27/2023,"46,408.02","46,291.28","46,448.34","46,238.12",,0.21%
9/28/2023,"46,232.59","46,464.29","46,469.60","46,177.50",,-0.38%
10/2/2023,"46,627.08","46,294.62","46,704.64","46,294.62",,0.85%
10/3/2023,"46,756.80","46,685.93","46,820.72","46,670.79",,0.28%
10/4/2023,"47,079.83","46,760.83","47,199.50","46,748.79",,0.69%
10/5/2023,"47,484.56","47,152.98","47,484.56","47,152.98",,0.86%
10/6/2023,"47,508.67","47,545.30","47,619.26","47,402.58",,0.05%
10/9/2023,"47,736.61","47,376.59","47,775.73","47,217.74",,0.48%
10/10/2023,"48,143.50","47,752.69","48,166.36","47,708.11",,0.85%
10/11/2023,"48,501.80","48,210.60","48,516.64","48,208.30",,0.74%
10/12/2023,"48,771.71","48,520.71","48,830.26","48,359.38",,0.56%
10/13/2023,"49,493.47","48,821.58","49,520.38","48,767.59",,1.48%
10/16/2023,"49,719.87","49,705.41","49,919.03","49,317.59",,0.46%
10/17/2023,"49,527.88","49,792.49","50,017.45","49,508.42",,-0.39%
10/18/2023,"49,406.19","49,496.19","49,740.98","49,383.72",,-0.25%
10/19/2023,"50,323.97","49,487.16","50,399.92","49,436.92",,1.86%
10/20/2023,"50,674.52","50,417.99","50,952.67","50,332.76",,0.70%
10/23/2023,"51,072.73","50,924.38","51,419.87","50,924.38",,0.79%
10/24/2023,"51,068.15","51,121.92","51,121.92","50,624.38",,-0.01%
10/25/2023,"51,125.32","51,023.31","51,483.85","51,023.31",,0.11%
10/26/2023,"51,158.40","51,341.92","51,520.68","51,140.64",,0.06%
10/27/2023,"50,958.45","51,219.11","51,269.74","50,834.72",,-0.39%
10/30/2023,"51,482.93","50,971.84","51,501.82","50,971.84",,1.03%
10/31/2023,"51,976.31","51,633.00","52,088.71","51,508.58",,0.96%
11/1/2023,"52,357.05","52,075.16","52,451.21","52,075.16",,0.73%
11/2/2023,"52,701.43","52,421.09","52,706.01","52,239.59",,0.66%
11/3/2023,"53,175.72","52,916.99","53,263.07","52,782.21",,0.90%
11/6/2023,"53,941.04","53,286.64","53,944.89","53,166.86",,1.44%
11/7/2023,"53,810.82","53,977.16","54,312.90","53,711.47",,-0.24%
11/8/2023,"54,307.37","53,720.46","54,419.65","53,720.46",,0.92%
11/10/2023,"55,399.66","54,371.75","55,506.33","54,371.75",,2.01%
11/13/2023,"56,526.71","55,644.68","56,583.59","55,644.68",,2.03%
11/14/2023,"56,644.58","56,732.99","56,873.99","56,118.18",,0.21%
11/15/2023,"56,765.28","56,793.35","56,846.68","56,433.05",,0.21%
11/16/2023,"57,344.16","56,838.66","57,549.27","56,531.54",,1.02%
11/17/2023,"57,016.96","57,503.68","57,750.93","56,977.02",,-0.57%
11/20/2023,"57,065.99","57,099.82","57,309.27","56,738.40",,0.09%
11/21/2023,"57,408.18","57,176.46","57,691.22","57,176.46",,0.60%
11/22/2023,"58,178.27","57,418.50","58,405.92","57,418.50",,1.34%
11/23/2023,"58,910.80","58,246.21","58,920.41","58,246.21",,1.26%
11/24/2023,"59,173.34","59,059.56","59,502.28","58,990.21",,0.45%
11/27/2023,"59,774.06","59,298.90","59,896.08","58,999.31",,1.02%
11/28/2023,"60,845.53","60,023.86","60,845.61","60,023.86",,1.79%
11/29/2023,"60,498.96","60,916.67","61,555.84","60,328.18",,-0.57%
11/30/2023,"60,526.77","60,787.90","60,981.68","60,428.14",,0.05%
12/1/2023,"61,691.25","60,667.83","61,779.73","60,576.42",,1.92%
12/4/2023,"62,575.35","62,061.57","62,912.61","62,061.57",,1.43%
12/5/2023,"63,028.13","62,653.40","63,036.51","62,215.19",,0.72%
12/6/2023,"63,778.75","63,205.42","64,038.83","63,188.72",,1.19%
12/7/2023,"64,718.08","64,159.02","64,958.10","63,853.05",,1.47%
12/8/2023,"66,223.63","65,055.17","66,273.73","65,055.17",,2.33%
12/11/2023,"66,012.33","66,162.29","66,564.04","65,129.00",,-0.32%
12/12/2023,"66,426.78","66,121.14","66,604.04","66,121.14",,0.63%
12/13/2023,"65,280.16","66,764.30","67,093.96","64,427.39",,-1.73%
12/14/2023,"65,450.19","65,323.06","65,622.56","64,437.70",,0.26%
12/15/2023,"66,130.02","65,774.74","66,346.77","65,559.49",,1.04%
12/18/2023,"65,204.68","66,525.70","66,586.62","65,064.94",,-1.40%
12/19/2023,"62,833.03","65,124.30","65,132.03","62,360.78",,-3.64%
12/20/2023,"62,448.01","62,862.54","63,261.05","61,082.50",,-0.61%
12/21/2023,"62,693.57","62,742.26","62,850.10","61,750.97",,0.39%
12/22/2023,"61,705.09","62,838.18","62,995.22","61,569.14",,-1.58%
12/26/2023,"59,170.98","61,606.46","61,634.55","59,026.81",,-4.11%
12/27/2023,"60,863.62","59,097.62","61,009.88","58,758.48",,2.86%
12/28/2023,"62,052.24","61,130.13","62,750.78","61,092.27",,1.95%
12/29/2023,"62,451.04","62,225.33","62,644.38","61,807.54",,0.64%
1/1/2024,"64,661.78","62,696.99","64,718.88","62,672.97",,3.54%
1/2/2024,"64,349.60","65,120.39","65,333.70","64,213.63",,-0.48%
1/3/2024,"64,646.85","64,504.22","65,244.60","64,219.54",,0.46%
1/4/2024,"64,639.16","64,815.34","64,936.76","64,098.11",,-0.01%
1/5/2024,"64,514.90","64,738.85","65,077.48","63,757.96",,-0.19%
1/8/2024,"64,237.03","64,684.23","65,069.43","64,183.53",,-0.43%
1/9/2024,"64,170.58","64,536.58","64,786.35","63,878.22",,-0.10%
1/10/2024,"63,919.85","64,234.83","64,550.94","63,873.63",,-0.39%
1/11/2024,"64,617.57","64,057.49","64,700.97","63,914.94",,1.09%
1/12/2024,"64,637.64","64,917.06","65,356.85","64,491.08",,0.03%
1/15/2024,"64,269.38","64,885.15","65,173.87","64,130.96",,-0.57%
1/16/2024,"63,737.46","64,246.68","64,246.68","63,397.94",,-0.83%
1/17/2024,"63,567.34","63,692.22","64,043.87","63,290.18",,-0.27%
1/18/2024,"63,202.40","63,579.97","63,579.97","62,528.56",,-0.57%
1/19/2024,"63,282.23","63,351.07","63,911.86","63,214.86",,0.13%
1/22/2024,"63,939.41","63,354.43","64,090.88","63,139.73",,1.04%
1/23/2024,"64,454.22","64,121.46","64,658.17","63,549.61",,0.81%
1/24/2024,"64,822.43","64,569.49","65,063.08","64,460.95",,0.57%
1/25/2024,"64,298.01","64,918.32","65,213.61","64,180.45",,-0.81%
1/26/2024,"63,813.06","64,220.91","64,534.30","63,743.40",,-0.75%
1/29/2024,"62,773.72","63,792.84","63,792.84","62,717.71",,-1.63%
1/30/2024,"61,841.74","62,799.23","63,074.51","61,637.62",,-1.48%
1/31/2024,"61,979.18","62,072.82","62,600.12","61,896.01",,0.22%
2/1/2024,"62,393.74","62,054.25","62,480.23","61,764.70",,0.67%
2/2/2024,"63,002.92","62,536.10","63,075.30","62,448.72",,0.98%
2/6/2024,"63,799.02","63,178.09","63,885.10","63,176.97",,1.26%
2/7/2024,"64,143.87","63,955.05","64,196.62","63,927.29",,0.54%
2/9/2024,"62,943.75","63,291.62","63,305.71","61,781.76",,-1.87%
2/12/2024,"61,065.32","62,444.76","62,634.38","60,647.68",,-2.98%
2/13/2024,"61,226.93","60,536.13","61,654.65","59,613.18",,0.26%
2/14/2024,"62,153.84","61,635.62","62,432.26","61,635.62",,1.51%
2/15/2024,"61,020.06","62,394.25","62,394.25","60,926.86",,-1.82%
2/16/2024,"59,872.96","60,787.30","61,173.31","59,739.47",,-1.88%
2/19/2024,"60,459.75","59,444.46","60,504.48","59,191.86",,0.98%
2/20/2024,"60,464.24","60,576.38","61,237.51","60,420.84",,0.01%
2/21/2024,"61,559.16","61,237.78","61,620.86","60,906.98",,1.81%
2/22/2024,"61,914.34","61,741.57","61,952.10","61,460.45",,0.58%
2/23/2024,"62,815.82","61,939.01","62,945.37","61,849.67",,1.46%
2/26/2024,"63,305.93","62,915.40","63,732.50","61,849.67",,0.78%
2/27/2024,"63,219.10","63,450.40","63,622.00","63,055.64",,-0.14%
2/28/2024,"63,703.45","63,173.45","63,929.58","63,042.15",,0.77%
2/29/2024,"64,578.52","63,827.25","64,801.64","63,827.25",,1.37%
3/1/2024,"65,325.69","64,755.31","65,486.46","64,530.21",,1.16%
3/4/2024,"65,951.73","65,695.03","66,007.44","65,532.58",,0.96%
3/5/2024,"65,726.04","66,126.70","66,134.85","65,500.07",,-0.34%
3/6/2024,"65,656.62","65,757.72","66,150.95","65,603.88",,-0.11%
3/7/2024,"65,603.09","65,673.80","65,874.15","65,187.69",,-0.08%
3/8/2024,"65,793.76","65,760.55","66,067.53","65,693.22",,0.29%
3/11/2024,"65,755.31","65,948.02","66,119.34","65,698.76",,-0.06%
3/12/2024,"64,801.70","65,815.11","65,859.64","64,664.67",,-1.45%
3/13/2024,"64,048.44","64,859.77","65,043.38","63,856.51",,-1.16%
3/14/2024,"65,064.27","64,079.97","65,205.82","64,079.97",,1.59%
3/15/2024,"64,816.47","65,309.79","65,353.66","64,759.61",,-0.38%
3/18/2024,"64,890.51","64,987.15","65,148.36","64,811.92",,0.11%
3/19/2024,"65,502.60","64,955.94","65,624.73","64,940.18",,0.94%
3/20/2024,"65,731.79","65,727.73","65,968.03","65,614.94",,0.35%
3/21/2024,"65,417.40","66,021.54","66,196.24","65,326.01",,-0.48%
3/22/2024,"65,151.83","65,510.16","65,534.02","65,056.66",,-0.41%
3/25/2024,"65,525.65","65,412.92","65,656.50","65,301.74",,0.57%
3/26/2024,"65,906.28","65,629.76","65,989.54","65,492.71",,0.58%
3/27/2024,"66,547.79","66,003.44","66,607.88","66,003.44",,0.97%
3/28/2024,"67,142.12","66,690.94","67,246.03","66,690.94",,0.89%
3/29/2024,"67,005.11","67,232.20","67,307.63","66,822.43",,-0.20%
4/1/2024,"66,796.32","67,162.70","67,304.37","66,740.91",,-0.31%
4/2/2024,"66,886.26","66,793.38","66,959.55","66,573.63",,0.13%
4/3/2024,"67,756.04","66,998.21","67,873.22","66,985.02",,1.30%
4/4/2024,"68,416.78","68,210.16","68,439.37","67,912.35",,0.98%
4/8/2024,"69,619.99","68,716.64","69,720.03","68,710.50",,1.76%
4/9/2024,"70,314.72","69,857.15","70,677.30","69,857.15",,1.00%
4/15/2024,"70,544.58","70,218.51","70,608.88","69,914.11",,0.33%
4/16/2024,"70,483.66","70,661.42","71,092.61","70,405.24",,-0.09%
4/17/2024,"70,333.32","70,396.65","70,725.50","70,037.28",,-0.21%
4/18/2024,"70,290.12","70,506.20","70,645.30","69,783.32",,-0.06%
4/19/2024,"70,909.90","70,423.71","70,968.98","70,186.93",,0.88%
4/22/2024,"71,433.46","71,009.67","71,861.18","70,882.45",,0.74%
4/23/2024,"71,359.41","71,553.58","71,846.64","71,338.43",,-0.10%
4/24/2024,"72,051.89","71,472.87","72,414.33","71,467.02",,0.97%
4/25/2024,"71,971.40","72,254.38","72,593.25","71,700.54",,-0.11%
4/26/2024,"72,742.75","72,109.79","72,862.41","71,764.18",,1.07%
4/29/2024,"71,695.03","73,022.89","73,300.75","71,602.94",,-1.44%
4/30/2024,"71,102.55","71,780.95","72,119.66","71,059.63",,-0.83%
5/2/2024,"70,657.64","71,199.95","71,292.83","70,562.12",,-0.63%
5/3/2024,"71,902.09","70,734.47","71,986.43","70,671.72",,1.76%
5/6/2024,"72,764.24","72,485.86","73,060.74","72,462.49",,1.20%
5/7/2024,"72,761.20","73,062.52","73,260.09","72,707.96",,0.00%
5/8/2024,"72,601.82","73,079.18","73,079.18","72,358.19",,-0.22%
5/9/2024,"72,658.05","72,819.48","72,889.78","72,325.35",,0.08%
5/10/2024,"73,085.50","72,888.93","73,449.38","72,876.84",,0.59%
5/13/2024,"73,799.11","73,315.02","74,114.23","73,109.76",,0.98%
5/14/2024,"74,531.19","74,022.18","74,575.31","73,977.01",,0.99%
5/15/2024,"74,663.98","74,771.18","75,115.33","74,440.88",,0.18%
5/16/2024,"74,930.70","74,744.65","75,029.03","74,450.26",,0.36%
5/17/2024,"75,342.35","74,981.29","75,401.12","74,947.71",,0.55%
5/20/2024,"75,084.00","75,454.97","75,618.49","74,734.25",,-0.34%
5/21/2024,"75,206.77","75,158.68","75,482.46","74,958.10",,0.16%
5/22/2024,"74,956.67","75,246.33","75,513.90","74,835.49",,-0.33%
5/23/2024,"75,114.47","74,982.16","75,284.74","74,726.07",,0.21%
5/24/2024,"75,983.04","75,266.61","76,248.76","75,263.06",,1.16%
5/27/2024,"75,517.49","76,089.66","76,187.45","75,485.62",,-0.61%
5/29/2024,"74,836.30","75,617.79","75,667.31","74,760.10",,-0.90%
5/30/2024,"74,878.12","74,986.02","75,300.03","74,585.35",,0.06%
5/31/2024,"75,878.48","75,078.43","75,953.74","74,989.26",,1.34%
6/3/2024,"75,575.26","76,091.42","76,209.97","75,495.38",,-0.40%
6/4/2024,"74,666.66","75,657.68","75,669.76","74,592.74",,-1.20%
6/5/2024,"74,219.44","74,672.38","74,758.11","74,136.52",,-0.60%
6/6/2024,"73,862.93","74,276.84","74,593.33","73,768.40",112.74M,-0.48%
6/7/2024,"73,754.02","73,805.95","73,902.79","71,781.96",208.27M,-0.15%
6/10/2024,"73,252.56","73,841.92","73,915.45","72,981.35",89.48M,-0.68%
6/11/2024,"72,589.49","73,779.99","73,866.45","72,476.05",142.11M,-0.91%
6/12/2024,"72,797.43","72,545.24","73,169.00","72,464.24",106.50M,0.29%
6/13/2024,"76,208.16","73,329.80","76,338.15","73,329.80",344.92M,4.69%
6/14/2024,"76,706.77","76,555.91","77,310.45","76,103.56",212.58M,0.65%
6/20/2024,"78,801.53","76,896.82","78,890.37","76,896.82",211.65M,2.73%
6/21/2024,"78,810.49","79,156.52","80,059.87","78,169.03",207.21M,0.01%
6/24/2024,"78,232.10","79,247.15","79,388.12","78,167.43",148.50M,-0.73%
6/25/2024,"77,940.58","78,297.40","78,541.22","77,908.98",126.98M,-0.37%
6/26/2024,"78,275.65","77,968.91","78,679.50","77,968.91",218.68M,0.43%
6/27/2024,"78,528.25","78,470.34","78,978.60","78,294.23",137.83M,0.32%
6/28/2024,"78,444.96","78,698.47","78,784.23","78,312.36",206.23M,-0.11%
7/1/2024,"78,824.33","78,531.93","79,536.23","78,427.80",163.26M,0.48%
7/2/2024,"79,552.89","78,978.55","79,740.35","78,978.55",192.74M,0.92%
7/3/2024,"80,233.67","79,697.25","80,405.24","79,697.25",280.03M,0.86%
7/4/2024,"80,282.80","80,438.84","80,888.86","80,134.89",228.99M,0.06%
7/5/2024,"80,212.79","80,427.84","80,627.49","80,080.25",211.20M,-0.09%
7/8/2024,"80,566.21","80,332.79","80,737.71","80,192.31",138.28M,0.44%
7/9/2024,"80,672.06","80,752.94","81,087.43","80,530.86",309.34M,0.13%
7/10/2024,"79,841.56","80,885.06","80,971.96","79,841.32",230.88M,-1.03%
7/11/2024,"79,992.35","79,884.02","80,114.73","79,708.87",154.10M,0.19%
7/12/2024,"79,944.10","80,094.69","80,321.69","78,611.68",217.96M,-0.06%
7/15/2024,"81,155.61","80,743.46","81,428.43","80,743.46",219.58M,1.52%
7/18/2024,"81,839.86","81,418.12","81,909.95","81,418.12",238.79M,0.84%
7/19/2024,"80,117.89","81,921.71","81,939.84","79,812.70",246.33M,-2.10%
7/22/2024,"78,539.19","79,920.23","80,085.63","78,404.76",201.00M,-1.97%
7/23/2024,"78,987.09","78,700.25","79,585.34","78,634.15",137.60M,0.57%
7/24/2024,"79,397.01","79,194.74","79,704.37","79,071.48",102.94M,0.52%
7/25/2024,"78,469.33","79,568.48","79,776.96","78,330.59",129.01M,-1.17%
7/26/2024,"78,029.51","78,440.36","78,569.89","77,921.48",116.86M,-0.56%
7/29/2024,"78,827.74","78,023.89","79,055.99","78,016.30",135.18M,1.02%
7/30/2024,"78,628.81","79,319.20","79,327.05","78,518.23",143.37M,-0.25%
7/31/2024,"77,886.99","78,725.96","79,151.82","77,810.17",112.54M,-0.94%
8/1/2024,"77,740.31","78,101.16","78,241.02","77,595.93",97.02M,-0.19%
8/2/2024,"78,225.98","77,946.16","78,434.17","77,926.54",203.30M,0.62%
8/5/2024,"77,084.49","78,303.67","78,330.10","76,943.24",169.49M,-1.46%
8/6/2024,"77,191.34","77,417.21","77,746.56","77,035.96",149.77M,0.14%
8/7/2024,"77,114.49","77,344.86","77,800.04","77,086.82",128.80M,-0.10%
8/8/2024,"77,874.22","77,218.12","77,969.27","77,085.48",192.85M,0.99%
8/9/2024,"78,569.59","78,322.33","78,823.14","78,051.08",139.15M,0.89%
